,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
3904,3904,urban,1,0.39,25,dim,foggy,False,False,afternoon,False,False,1.0,0.21
23179,23179,urban,4,0.05,60,daylight,rainy,False,False,evening,False,True,2.0,0.34
8300,8300,rural,2,0.11,70,daylight,rainy,False,False,afternoon,True,True,1.0,0.32
35875,35875,highway,4,0.17,25,daylight,rainy,True,True,afternoon,False,True,1.0,0.21
9888,9888,rural,2,0.02,70,night,rainy,False,True,evening,True,True,1.0,0.37
36442,36442,rural,2,0.49,45,daylight,foggy,True,False,evening,True,False,0.0,0.24
4286,4286,urban,2,0.51,70,daylight,clear,False,False,morning,True,True,1.0,0.5
14767,14767,rural,4,0.34,45,dim,clear,False,True,morning,False,False,0.0,0.02
4723,4723,rural,1,0.31,35,daylight,clear,True,True,afternoon,True,False,0.0,0.08
25322,25322,highway,4,0.33,45,daylight,rainy,True,False,afternoon,True,False,1.0,0.21
31954,31954,urban,4,0.5,25,daylight,clear,False,True,afternoon,True,True,1.0,0.13
21163,21163,urban,1,0.84,70,dim,clear,False,False,afternoon,False,True,0.0,0.48
14447,14447,highway,3,0.35,45,night,clear,True,False,afternoon,True,True,1.0,0.24
27524,27524,highway,1,0.94,25,dim,foggy,True,False,evening,True,False,3.0,0.42
16507,16507,highway,1,0.43,60,daylight,foggy,False,True,afternoon,True,True,1.0,0.43
32193,32193,highway,2,0.37,25,daylight,clear,True,True,evening,False,True,1.0,0.19
43000,43000,rural,3,0.34,60,night,clear,False,False,morning,True,True,2.0,0.51
3167,3167,rural,3,0.47,70,dim,clear,True,True,afternoon,True,True,0.0,0.2
16063,16063,highway,3,0.16,25,dim,rainy,False,False,afternoon,False,True,1.0,0.14
31654,31654,rural,2,0.13,35,daylight,rainy,False,False,morning,True,True,2.0,0.19
8936,8936,urban,2,0.63,25,night,rainy,True,False,morning,False,False,0.0,0.42
27569,27569,urban,1,0.45,35,daylight,foggy,True,False,evening,True,False,2.0,0.21
19265,19265,rural,2,0.97,45,daylight,foggy,True,True,afternoon,True,True,2.0,0.42
39761,39761,urban,2,0.16,60,daylight,clear,True,True,morning,False,True,1.0,0.29
8098,8098,rural,1,0.63,35,night,clear,True,False,evening,False,False,1.0,0.44
25078,25078,highway,3,0.5,25,night,clear,True,False,evening,False,False,1.0,0.34
18400,18400,highway,3,0.98,25,dim,foggy,True,False,evening,True,True,3.0,0.49
35786,35786,highway,4,0.73,60,night,clear,False,True,evening,True,False,2.0,0.66
39961,39961,urban,1,0.4,25,daylight,rainy,True,False,morning,False,True,1.0,0.19
35747,35747,urban,1,0.77,60,night,rainy,True,False,afternoon,False,False,2.0,0.79
25795,25795,highway,2,0.56,60,daylight,foggy,False,True,morning,True,False,2.0,0.47
6982,6982,urban,4,0.67,60,daylight,foggy,True,True,afternoon,False,True,1.0,0.61
3580,3580,urban,2,0.55,35,night,rainy,True,True,evening,True,True,2.0,0.47
8422,8422,highway,4,0.34,60,daylight,clear,True,True,afternoon,True,False,1.0,0.39
20502,20502,urban,3,0.71,35,night,clear,True,True,evening,True,False,1.0,0.38
15753,15753,urban,2,0.82,60,daylight,clear,False,False,morning,True,True,2.0,0.51
32100,32100,rural,3,0.78,35,daylight,foggy,False,False,afternoon,False,False,0.0,0.42
42200,42200,urban,2,0.86,35,dim,foggy,False,False,afternoon,True,False,0.0,0.32
17935,17935,highway,3,0.41,35,dim,clear,False,True,afternoon,False,True,1.0,0.15
29871,29871,highway,1,0.87,70,daylight,clear,True,True,afternoon,False,True,1.0,0.48
42129,42129,rural,2,0.56,70,night,foggy,False,False,afternoon,True,True,4.0,0.78
3261,3261,highway,2,0.86,45,dim,foggy,False,True,afternoon,False,False,1.0,0.29
1029,1029,highway,3,0.73,35,dim,rainy,True,True,morning,False,True,2.0,0.28
23904,23904,rural,4,0.56,35,night,rainy,True,False,afternoon,True,False,3.0,0.59
21044,21044,rural,1,0.72,25,daylight,foggy,False,True,evening,False,True,1.0,0.35
31514,31514,urban,1,0.54,60,daylight,clear,True,False,evening,False,True,2.0,0.26
29913,29913,urban,1,0.51,35,night,clear,True,False,morning,True,False,2.0,0.35
27573,27573,urban,3,0.39,45,night,rainy,False,True,evening,True,False,2.0,0.34
19,19,highway,2,0.86,70,night,clear,False,False,evening,False,False,3.0,0.79
4316,4316,highway,3,0.48,60,dim,foggy,False,True,morning,False,False,2.0,0.39
4045,4045,rural,1,0.1,25,daylight,clear,True,True,evening,False,False,1.0,0.05
35295,35295,highway,3,0.77,35,dim,foggy,False,True,evening,False,False,0.0,0.28
33473,33473,highway,3,0.56,25,night,foggy,False,True,afternoon,False,False,1.0,0.58
10253,10253,highway,3,0.18,25,night,rainy,True,True,morning,False,False,2.0,0.43
27561,27561,urban,4,0.06,60,dim,rainy,True,True,afternoon,False,True,1.0,0.32
22570,22570,highway,4,0.25,45,night,clear,False,False,morning,True,True,1.0,0.34
33495,33495,rural,4,0.56,35,dim,foggy,False,True,evening,False,False,0.0,0.44
33375,33375,urban,4,0.74,70,daylight,foggy,False,False,evening,False,True,1.0,0.45
4981,4981,highway,4,0.78,60,daylight,clear,False,True,afternoon,False,False,1.0,0.36
6739,6739,highway,4,0.37,45,daylight,rainy,False,False,afternoon,False,False,0.0,0.25
36529,36529,urban,1,0.06,45,daylight,clear,False,False,evening,True,False,2.0,0.14
26623,26623,highway,3,0.77,35,night,clear,True,False,evening,False,True,0.0,0.55
31032,31032,highway,3,0.18,70,daylight,clear,True,False,afternoon,False,False,0.0,0.43
3436,3436,rural,1,0.43,70,dim,rainy,False,True,evening,False,False,0.0,0.55
32604,32604,highway,3,0.15,25,dim,rainy,False,True,evening,True,True,0.0,0.22
22831,22831,urban,3,0.51,60,daylight,rainy,True,True,afternoon,True,False,1.0,0.56
43312,43312,highway,4,0.7,25,dim,foggy,True,False,evening,False,False,1.0,0.32
11601,11601,highway,2,0.32,35,daylight,rainy,False,True,afternoon,False,True,2.0,0.2
35059,35059,highway,4,0.02,25,daylight,clear,True,False,afternoon,False,False,1.0,0.02
18322,18322,rural,1,0.0,25,night,clear,False,True,evening,False,True,0.0,0.18
25502,25502,highway,4,0.51,60,daylight,foggy,False,False,evening,False,True,2.0,0.47
15038,15038,urban,1,0.95,45,dim,foggy,True,True,morning,False,True,1.0,0.37
35286,35286,urban,2,0.9,60,dim,foggy,True,True,afternoon,True,True,1.0,0.51
19084,19084,rural,3,0.69,60,dim,rainy,False,False,afternoon,True,True,1.0,0.42
1610,1610,highway,2,0.85,60,dim,foggy,True,True,morning,False,False,2.0,0.61
32671,32671,urban,1,0.76,60,daylight,rainy,True,True,morning,True,False,1.0,0.58
2752,2752,highway,3,0.39,70,dim,clear,True,True,afternoon,False,False,0.0,0.34
25703,25703,rural,1,0.39,60,daylight,clear,True,False,morning,True,True,0.0,0.31
25128,25128,urban,3,0.02,70,dim,rainy,False,True,evening,True,True,2.0,0.36
43448,43448,urban,2,0.29,70,night,clear,False,False,evening,True,False,1.0,0.43
11499,11499,rural,3,0.25,45,night,foggy,False,True,morning,False,True,2.0,0.37
6126,6126,highway,1,0.77,45,daylight,foggy,False,False,afternoon,True,False,2.0,0.43
42992,42992,rural,4,0.37,45,night,foggy,True,False,morning,False,False,1.0,0.41
35215,35215,rural,1,0.74,25,daylight,rainy,False,False,afternoon,False,False,0.0,0.25
28402,28402,highway,4,0.54,35,daylight,clear,True,False,afternoon,False,False,1.0,0.11
13239,13239,highway,1,0.95,35,daylight,foggy,False,True,morning,False,False,2.0,0.42
14599,14599,highway,3,0.25,45,dim,clear,True,True,afternoon,False,True,1.0,0.11
2929,2929,rural,4,0.06,70,daylight,rainy,False,False,morning,True,False,0.0,0.32
7785,7785,rural,1,0.8,70,night,clear,True,True,evening,False,True,2.0,0.64
13666,13666,urban,3,0.51,70,daylight,clear,True,False,morning,True,False,1.0,0.3
13349,13349,highway,3,0.28,45,daylight,rainy,False,False,evening,True,True,2.0,0.25
3487,3487,rural,3,0.86,35,dim,foggy,False,False,afternoon,False,True,3.0,0.51
43260,43260,urban,2,0.78,45,dim,foggy,True,False,morning,True,True,3.0,0.43
3037,3037,rural,4,0.76,45,night,foggy,True,False,evening,False,True,3.0,0.57
7032,7032,rural,2,0.65,45,dim,foggy,True,False,afternoon,False,False,0.0,0.32
41015,41015,urban,3,0.92,60,dim,rainy,False,False,morning,True,False,0.0,0.51
13870,13870,urban,3,0.47,45,dim,rainy,False,True,evening,False,True,0.0,0.27
26387,26387,rural,2,0.8,35,dim,foggy,True,True,afternoon,False,False,2.0,0.3
8355,8355,urban,1,0.18,70,daylight,clear,False,False,morning,False,False,2.0,0.29
5930,5930,highway,3,0.52,25,dim,rainy,True,True,evening,False,True,1.0,0.26
23219,23219,urban,2,0.29,70,dim,foggy,False,False,morning,True,False,0.0,0.45
38675,38675,rural,4,0.23,35,night,clear,True,True,evening,False,False,2.0,0.26
11381,11381,urban,3,0.7,25,dim,rainy,False,False,afternoon,False,True,3.0,0.41
20629,20629,rural,4,0.5,35,night,foggy,True,True,afternoon,False,False,0.0,0.1
3081,3081,highway,4,0.52,35,night,rainy,False,False,afternoon,True,True,0.0,0.55
22173,22173,highway,3,0.01,70,daylight,rainy,False,True,morning,True,False,0.0,0.29
893,893,highway,2,0.23,35,night,clear,True,True,morning,False,False,1.0,0.32
26053,26053,rural,4,0.79,70,dim,rainy,True,True,morning,False,False,3.0,0.63
31624,31624,urban,4,0.62,35,dim,rainy,True,False,morning,False,False,1.0,0.27
28107,28107,highway,2,0.29,70,daylight,rainy,False,True,evening,False,False,2.0,0.46
9133,9133,highway,4,0.48,60,daylight,rainy,False,True,morning,False,True,1.0,0.43
36472,36472,urban,2,0.74,25,night,clear,False,False,morning,False,False,1.0,0.51
23730,23730,urban,1,0.21,45,daylight,foggy,False,True,morning,False,False,1.0,0.19
41033,41033,highway,1,0.66,70,daylight,foggy,True,True,morning,False,False,0.0,0.43
33389,33389,rural,3,0.86,45,daylight,clear,True,False,afternoon,False,False,0.0,0.19
12149,12149,highway,3,0.76,60,night,foggy,True,False,afternoon,False,True,3.0,0.81
20128,20128,urban,4,0.28,60,night,clear,True,True,afternoon,False,False,2.0,0.45
4769,4769,rural,2,0.62,60,night,rainy,True,True,afternoon,True,True,1.0,0.72
41897,41897,rural,4,0.1,70,daylight,rainy,True,False,evening,False,False,1.0,0.22
3355,3355,highway,1,0.08,60,daylight,clear,False,False,afternoon,True,False,1.0,0.18
18189,18189,rural,1,0.67,45,daylight,foggy,False,False,afternoon,False,True,2.0,0.32
29161,29161,rural,3,0.65,45,daylight,foggy,False,False,afternoon,False,True,1.0,0.3
23927,23927,rural,2,0.85,35,night,clear,False,True,morning,True,False,1.0,0.48
10552,10552,highway,3,0.1,45,daylight,clear,True,False,evening,True,False,1.0,0.15
9629,9629,urban,3,0.43,45,night,foggy,False,False,morning,False,False,2.0,0.48
35690,35690,urban,3,0.73,45,daylight,clear,False,True,morning,False,False,1.0,0.27
6882,6882,urban,1,0.06,70,daylight,rainy,False,False,afternoon,True,True,2.0,0.29
10017,10017,urban,2,0.88,45,daylight,clear,False,True,afternoon,True,True,1.0,0.32
5784,5784,highway,2,0.25,70,dim,clear,False,True,evening,True,True,0.0,0.31
6743,6743,rural,3,0.8,70,night,foggy,True,True,afternoon,False,True,4.0,0.81
18624,18624,highway,3,0.4,25,dim,clear,False,False,morning,True,True,0.0,0.04
7753,7753,highway,2,0.03,45,night,rainy,True,False,afternoon,False,False,2.0,0.34
18218,18218,highway,1,0.27,45,dim,rainy,False,False,morning,True,False,1.0,0.19
20753,20753,highway,4,0.66,60,daylight,clear,False,False,morning,False,False,0.0,0.46
30292,30292,rural,3,0.23,45,dim,rainy,False,True,evening,False,True,2.0,0.17
5177,5177,highway,2,0.12,35,night,rainy,False,False,morning,True,False,2.0,0.32
5300,5300,highway,1,0.74,60,dim,rainy,False,True,afternoon,False,False,2.0,0.49
40156,40156,highway,4,0.56,70,dim,clear,True,False,evening,True,True,1.0,0.37
36075,36075,highway,1,0.95,70,dim,clear,True,True,evening,True,True,2.0,0.44
24891,24891,rural,3,0.46,25,dim,rainy,False,True,morning,True,False,1.0,0.22
5899,5899,highway,1,0.27,25,dim,foggy,False,True,morning,False,False,1.0,0.11
8945,8945,urban,3,0.19,70,night,clear,True,False,afternoon,True,True,1.0,0.44
1242,1242,highway,1,0.39,45,night,rainy,False,True,morning,False,True,1.0,0.41
41008,41008,highway,4,0.98,25,daylight,clear,True,False,morning,False,True,2.0,0.29
23276,23276,rural,4,0.05,25,daylight,rainy,True,True,evening,True,True,1.0,0.17
15466,15466,highway,3,0.82,70,daylight,clear,False,False,evening,True,True,1.0,0.46
42345,42345,highway,2,0.16,25,dim,rainy,False,True,afternoon,False,True,1.0,0.17
7573,7573,highway,1,0.84,35,dim,rainy,False,True,afternoon,True,False,0.0,0.36
1459,1459,urban,1,0.16,25,night,rainy,True,True,evening,False,True,1.0,0.31
35702,35702,rural,2,0.46,60,daylight,foggy,False,False,afternoon,False,False,0.0,0.36
1315,1315,highway,1,0.75,60,daylight,rainy,False,True,morning,False,False,2.0,0.44
16266,16266,highway,3,0.69,60,daylight,clear,True,True,afternoon,False,False,1.0,0.39
4643,4643,rural,1,0.61,60,night,rainy,True,False,afternoon,True,True,1.0,0.67
18498,18498,highway,3,0.63,45,daylight,clear,False,True,afternoon,False,True,2.0,0.16
5619,5619,highway,2,0.52,60,night,foggy,False,False,evening,False,False,0.0,0.67
30912,30912,rural,1,0.61,45,dim,foggy,False,True,afternoon,True,True,0.0,0.31
5168,5168,rural,2,0.39,25,night,foggy,True,True,morning,False,False,0.0,0.47
37922,37922,urban,2,0.69,60,daylight,foggy,False,True,evening,True,True,2.0,0.56
40032,40032,rural,3,0.54,25,dim,rainy,False,False,afternoon,False,False,3.0,0.37
21287,21287,rural,2,0.65,25,night,rainy,False,True,afternoon,True,True,3.0,0.64
32342,32342,urban,2,0.7,60,dim,clear,False,False,afternoon,True,False,1.0,0.36
14669,14669,rural,1,0.7,35,daylight,rainy,False,True,evening,True,True,0.0,0.37
36799,36799,urban,4,0.37,35,dim,clear,False,False,afternoon,True,False,2.0,0.18
33410,33410,urban,1,0.75,45,night,foggy,True,True,morning,True,False,1.0,0.53
37916,37916,urban,2,0.31,25,daylight,rainy,False,False,afternoon,False,False,1.0,0.28
42784,42784,rural,4,0.4,35,daylight,rainy,True,False,morning,False,False,2.0,0.26
21838,21838,urban,2,0.91,45,dim,rainy,False,False,evening,True,True,1.0,0.32
39640,39640,highway,2,0.77,60,daylight,rainy,False,True,afternoon,True,False,1.0,0.57
26466,26466,rural,3,0.03,35,daylight,clear,True,False,evening,True,False,0.0,0.03
33708,33708,rural,2,0.76,70,daylight,foggy,False,True,evening,True,False,3.0,0.69
10296,10296,rural,3,0.58,70,daylight,rainy,True,True,evening,True,False,3.0,0.46
36658,36658,urban,1,0.37,70,daylight,clear,False,False,evening,False,True,1.0,0.36
22438,22438,rural,2,0.3,60,daylight,rainy,False,False,morning,True,False,1.0,0.45
6304,6304,rural,1,0.38,35,night,rainy,True,False,evening,True,False,2.0,0.45
31840,31840,highway,2,0.23,70,dim,foggy,False,False,afternoon,False,False,2.0,0.35
30278,30278,urban,3,0.08,60,dim,rainy,True,True,morning,True,False,0.0,0.23
11073,11073,rural,2,0.72,60,daylight,foggy,False,False,afternoon,False,False,1.0,0.57
39,39,urban,3,0.35,25,daylight,rainy,False,False,morning,False,True,2.0,0.19
6504,6504,rural,3,0.66,25,dim,rainy,True,True,afternoon,False,False,0.0,0.36
18820,18820,rural,3,0.94,60,daylight,clear,False,True,afternoon,True,True,3.0,0.45
42109,42109,urban,2,0.26,25,night,foggy,False,True,morning,False,True,2.0,0.39
3997,3997,highway,3,0.79,25,dim,clear,True,True,afternoon,False,False,3.0,0.1
28700,28700,highway,4,0.64,60,daylight,foggy,True,True,evening,False,True,1.0,0.38
5551,5551,urban,2,0.21,60,daylight,clear,False,False,afternoon,True,True,2.0,0.38
16846,16846,urban,3,0.2,60,daylight,foggy,False,True,morning,True,False,0.0,0.41
3690,3690,highway,4,0.44,60,daylight,foggy,False,False,morning,False,False,2.0,0.35
24333,24333,urban,1,0.25,70,night,clear,True,False,afternoon,True,True,1.0,0.44
2444,2444,highway,2,0.4,25,dim,rainy,False,True,morning,False,False,2.0,0.29
21458,21458,rural,1,0.41,60,daylight,clear,False,False,evening,True,False,1.0,0.24
42385,42385,highway,4,0.63,25,dim,foggy,False,False,evening,False,False,0.0,0.29
11462,11462,urban,2,0.92,35,dim,foggy,False,True,afternoon,True,False,1.0,0.42
17799,17799,highway,2,0.88,25,night,rainy,False,True,afternoon,False,True,3.0,0.65
16062,16062,highway,3,0.57,35,daylight,rainy,True,False,evening,False,True,0.0,0.29
30911,30911,rural,1,0.12,70,dim,clear,False,False,evening,False,True,1.0,0.21
42809,42809,rural,4,0.54,60,night,rainy,True,True,morning,True,False,0.0,0.63
1185,1185,urban,4,0.24,35,dim,foggy,True,False,evening,False,False,1.0,0.13
9887,9887,urban,1,0.72,35,night,clear,False,True,evening,False,False,2.0,0.44
17358,17358,urban,2,0.21,45,daylight,clear,False,False,afternoon,False,False,2.0,0.06
8562,8562,highway,1,0.53,25,dim,foggy,True,True,evening,True,True,2.0,0.34
22918,22918,rural,4,0.05,60,daylight,foggy,True,True,evening,True,True,0.0,0.25
12340,12340,rural,1,0.6,60,dim,clear,False,True,morning,False,False,0.0,0.34
1820,1820,rural,1,0.32,35,daylight,clear,True,False,afternoon,True,False,0.0,0.12
27041,27041,rural,2,0.02,60,daylight,clear,False,True,afternoon,True,False,2.0,0.21
6547,6547,highway,2,0.95,70,daylight,foggy,False,True,morning,True,True,2.0,0.59
6184,6184,highway,2,0.84,35,night,rainy,True,True,afternoon,False,False,0.0,0.58
8526,8526,highway,3,0.4,35,daylight,clear,False,True,evening,True,False,1.0,0.13
10186,10186,urban,3,0.84,70,dim,clear,False,True,evening,True,False,0.0,0.48
28670,28670,rural,4,0.32,35,daylight,clear,False,False,afternoon,False,False,2.0,0.13
2582,2582,urban,4,0.37,70,daylight,clear,False,False,morning,True,True,1.0,0.31
8320,8320,rural,4,0.1,25,dim,foggy,False,True,evening,False,False,1.0,0.08
23102,23102,urban,3,0.9,45,daylight,rainy,True,True,morning,True,True,0.0,0.36
42125,42125,urban,1,0.58,45,daylight,foggy,False,True,morning,False,True,1.0,0.25
9689,9689,rural,1,0.1,35,dim,clear,True,False,evening,True,True,2.0,0.09
37913,37913,rural,2,0.82,25,daylight,rainy,False,True,morning,True,False,2.0,0.41
6543,6543,highway,1,0.45,60,daylight,clear,False,False,afternoon,False,False,2.0,0.35
12106,12106,rural,2,0.63,35,night,foggy,False,True,morning,False,True,1.0,0.51
10089,10089,highway,3,0.56,45,dim,clear,True,True,morning,True,True,0.0,0.13
38291,38291,rural,3,0.65,60,night,rainy,False,True,evening,True,True,1.0,0.65
43406,43406,rural,4,0.01,35,daylight,clear,False,False,afternoon,False,True,1.0,0.02
40750,40750,urban,2,0.34,70,dim,rainy,False,False,afternoon,True,True,1.0,0.44
7072,7072,urban,3,0.71,25,daylight,clear,False,True,morning,True,False,1.0,0.23
29129,29129,highway,1,0.52,45,daylight,foggy,True,False,afternoon,True,True,0.0,0.24
29405,29405,rural,4,0.7,60,night,foggy,False,True,afternoon,True,True,4.0,0.77
31518,31518,highway,3,0.67,35,night,foggy,True,False,evening,False,False,2.0,0.53
10894,10894,highway,1,0.77,60,night,foggy,True,True,morning,False,True,1.0,0.71
17274,17274,rural,1,0.13,60,daylight,rainy,False,False,afternoon,False,True,1.0,0.3
36707,36707,urban,3,0.99,60,night,foggy,True,False,morning,False,True,0.0,0.82
32295,32295,urban,1,0.12,25,daylight,rainy,False,False,afternoon,True,True,0.0,0.15
43265,43265,rural,3,0.77,70,dim,foggy,True,True,morning,True,False,1.0,0.54
15850,15850,highway,3,0.37,60,dim,rainy,False,True,morning,True,True,0.0,0.44
10270,10270,urban,2,0.77,70,night,clear,True,False,morning,True,True,2.0,0.49
29127,29127,highway,3,0.37,70,dim,clear,True,False,afternoon,False,True,0.0,0.37
26782,26782,rural,2,0.24,35,daylight,clear,True,False,afternoon,False,False,2.0,0.14
34268,34268,highway,4,0.01,25,dim,rainy,False,False,morning,False,False,1.0,0.21
10904,10904,urban,4,0.85,45,daylight,rainy,True,True,evening,False,True,1.0,0.2
33875,33875,highway,4,0.47,60,dim,rainy,False,False,afternoon,False,False,0.0,0.49
33108,33108,urban,1,0.99,25,daylight,rainy,True,True,afternoon,False,False,2.0,0.34
5312,5312,rural,4,0.88,70,daylight,rainy,False,True,morning,False,True,3.0,0.67
21167,21167,rural,2,0.04,35,daylight,rainy,True,True,afternoon,False,False,2.0,0.11
8368,8368,rural,4,0.96,25,daylight,clear,True,False,afternoon,True,True,1.0,0.36
